"ChIJ6WJcGmQ1RUgRfzYwl2PgcWw","Coláiste Ide, An Daingean, Tra Li","Tralee","23","3","2","3","1","0","2","6","2","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","1","1","0","26","1.13",
"ChIJ6xig1bptZ0gRmVO7lvyOLqY","St. Peter’s College, Dunboyne","St. Peter's College","161","9","14","22","1","46","1","0","1","0","0","12","1","27","0","1","1","0","2","2","1","0","0","1","0","0","0","0","1","0","143","0.89",
"ChIJ6zfn0yadZ0gR5k_880-xu9g","Community College, Blessington, Naas Road","Blessington Community College","31","1","2","1","0","1","1","1","0","0","0","1","0","6","7","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","24","0.77",
"ChIJ7csHZUIOZ0gRJKCA10az3Q8","Rosmini Community School, O’Donnell House, All Hallows College, Gracepark Road","Rosmini Community School","21","0","1","2","0","1","1","0","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","9","0.43",
"ChIJ7V0xwapMWkgRXTN2HWoX8Y8","Scoil Chuimsitheach Chiaráin, An Cheathrú Rua, Co.na Gaillimhe","Scoil Chuimsitheach Chiaráin","50","1","0","1","6","0","21","0","0","0","0","0","0","0","0","3","1","0","6","0","0","1","1","0","1","0","0","2","0","0","44","0.88",
"ChIJ7WAf3SzzZ0gRA-sz1mDnRtc","Coláiste Eoin, Hacketstown","Colaiste Eoin","36","2","0","6","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","0","0","1","0","0","0","0","27","0.75",
"ChIJ7xZKUOFWREgRWGdxwxo95Vk","Sacred Heart Secondary School, Clonakilty","Sacred Heart Secondary School Clonakilty","70","3","0","2","6","0","2","23","0","1","0","1","0","1","0","0","17","0","0","1","0","0","2","0","0","4","0","3","0","2","68","0.97",
"ChIJ7zuGPpEZQ0gRUO0udrIpBGc","Mean Scoil San Nioclás, Rinn Ua gCuanach, Dun Garbhan","Meánscoil san Nioclás","17","1","1","1","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","12","0.71",
"ChIJ7zVqI2VIRUgRsLue62N5sto","Presentation Secondary School, Miltown, Killarney","Presentation Secondary School","103","2","2","1","14","0","7","14","0","0","0","0","0","1","0","3","12","1","0","0","0","0","20","0","0","0","0","9","0","0","86","0.83",
"ChIJ80PzXQMMZ0gRSqACTokOwEQ","St Louis High School, Rathmines","St Louis High School","92","15","15","4","0","5","0","0","0","0","0","1","1","28","9","0","0","0","0","2","0","0","0","1","0","0","1","0","0","0","82","0.89",
