"ChIJ8Q_3rWYMZ0gR-H4Kco7GPZo","Ardscoíl Éanna, FranshBG House, 314-318 Crumlin Rd., Dublin 12","Ardscoil Eanna","30","1","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.167",
"ChIJ8UD2_J7TXUgRtIMu5rB25ng","Méan Scoil Mhuire, Convent Road, Longford","Mean Scoil Mhuire","96","10","7","11","1","12","15","0","0","0","0","0","0","1","0","10","0","1","4","0","1","9","0","2","1","0","1","0","1","1","1","0","89","0.927",
"ChIJ8X5SriHLXEgR9Wr9GvHBnQQ","Rockwell College, Cashel, Co Tipperary","Rockwell College","106","22","9","2","13","4","3","13","0","1","0","0","0","4","0","1","12","0","1","0","0","1","0","0","3","2","0","0","3","0","0","1","95","0.896",
"ChIJ8YmunlNbZ0gRAQ0qkoDo7iI","Beaufort College, An Uaimh, Co Meath","Beaufort College","68","0","0","0","0","3","0","0","0","0","0","4","0","5","0","0","1","10","1","0","1","1","0","0","1","0","0","0","0","0","0","0","27","0.397",
"ChIJ8znsQrLlREgRBbwcFDD9gaQ","Bishop McEgan College, Macroom, Co Cork","Bishop McEgan College","28","0","0","0","2","0","0","7","2","0","0","0","0","0","0","1","6","0","0","0","0","0","1","1","1","2","0","0","0","0","0","0","23","0.821",
"ChIJ8znsQrLlREgRCC0RilUhCp0","Coláiste De La Salle, Macroom, Co Cork","De La Salle College","66","1","1","1","6","0","0","22","0","0","0","0","0","0","0","1","17","0","1","0","0","0","2","0","1","1","0","0","1","0","0","0","55","0.833",
"ChIJ9044O44aZ0gR2UOBS1r-yJw","Pobail Scoil Íosa, Malahide, Co Dublin","Malahide Community School","195","28","32","38","3","4","0","0","0","0","0","5","11","43","2","0","0","2","2","2","1","0","0","0","3","0","4","0","0","3","0","0","183","0.938",
"ChIJ9f4d2CmOREgR-jvVpdLinTo","Coláiste an Spioraid Naoimh, Bishopstown, Cork","Coláiste an Spioraid Naoimh","95","0","0","0","2","0","0","60","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","0.968",
"ChIJ9fIUaNYMZ0gRagrTLvfGmuQ","Pobal Scoil Iosolde, Oak Court Avenue, Palmerstown, Dublin 20","Oakcourt Avenue","69","1","1","0","0","6","1","0","0","0","0","3","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0.42",
"ChIJ9SqB20uWW0gRm6thYvK0pQ0","Coláiste Einde, Threadneedle Road, Salthill, Galway","Coláiste Éinde - St. Enda's College","123","3","1","1","1","0","68","2","0","0","0","0","0","0","0","2","0","0","26","1","0","0","0","2","3","2","0","0","2","0","0","0","114","0.927",
