"ChIJ8YmunlNbZ0gRAQ0qkoDo7iI","Beaufort College, An Uaimh ","Beaufort College","84","1","1","3","0","5","0","0","0","0","0","11","0","2","0","1","0","13","0","1","1","0","0","0","1","0","0","0","0","0","1","2","0","43","0.51",
"ChIJ8znsQrLlREgRBbwcFDD9gaQ","Bishop McEgan College, Macroom","Bishop McEgan College","30","0","0","0","2","1","1","3","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","18","0.6",
"ChIJ8znsQrLlREgRCC0RilUhCp0","Coláiste De La Salle, Macroom","De La Salle College","46","0","0","0","4","0","0","21","0","0","0","0","0","0","0","1","14","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","0","45","0.98",
"ChIJ9f4d2CmOREgR-jvVpdLinTo","Coláiste an Spioraid Naoimh, Bishopstown, Cork","Coláiste an Spioraid Naoimh","127","3","1","1","2","0","1","59","0","0","0","0","0","0","0","0","54","1","2","0","0","0","0","0","1","0","0","1","0","0","1","0","0","127","1",
"ChIJ9SqB20uWW0gRm6thYvK0pQ0","Coláiste Einde, Threadneedle Road, Salthill, Galway ","Coláiste Éinde - St. Enda's College","135","5","3","1","4","1","55","1","0","0","1","0","0","1","0","2","0","0","28","2","0","0","0","0","2","1","0","2","1","0","0","0","0","110","0.81",
"ChIJ9T4Xc7L6XEgR3qYttKMbmtI","*Cistercian College, Roscrea ","Cistercian College Roscrea","31","8","4","3","2","1","1","3","0","0","0","0","0","3","0","1","2","0","6","0","3","0","0","0","2","2","0","0","1","0","0","0","0","42","1.35",
"ChIJ9wWO63A6XUgRljM8QXTe8aU","Loreto Secondary School","Loreto Secondary School","81","39","13","7","0","0","0","1","0","0","0","0","1","18","1","0","0","2","0","5","0","0","0","0","0","0","1","0","2","0","0","1","0","91","1.12",
"ChIJ9xBVTsGAZ0gRG_u_qhwyeRM","Cross and Passion College, Kilcullen ","Cross & Passion College","96","6","2","5","2","18","4","2","0","1","0","0","1","4","4","1","0","1","2","1","8","0","2","1","1","1","0","0","1","1","0","1","0","70","0.73",
"ChIJa-vm8iDEQkgR_g2bazHOg0A","Scoil Na Mbraithre, Barrack Street, Waterford, ","Barrack Street","31","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","0","0","0","1","13","0","0","0","0","0","0","0","22","0.71",
"ChIJa1VU50VbZ0gRv4HU_SqSXtQ","St Patrick’s Classical School, Moatlands, Navan ","St Patricks Classical School","142","11","4","20","3","25","2","1","0","0","0","7","0","15","0","0","0","22","2","2","1","2","0","0","2","3","0","0","1","1","1","2","0","127","0.89",
"ChIJa2KxRP0xQ0gRiX0OQnvawmc","Ard Scoil na mBraithre, Cluain Meala ","Ard Scoil na mBraithre","143","4","0","0","12","1","6","28","0","0","0","0","0","0","0","0","14","0","0","0","1","0","0","0","11","30","0","3","0","0","1","0","0","111","0.78",
"ChIJA5cNXTCyYEgRQOkxl6nHAAo","Clochar Naomh Lughaidh, Carraig Mhachaire Rois ","Carrickmacross","102","8","3","23","1","5","5","1","2","0","0","0","0","4","1","1","0","14","1","2","2","1","0","6","0","0","0","3","0","0","0","0","0","83","0.81",
"ChIJA5XXN9IOZ0gR7HGnIVFQrI8","St Michaels College","St Michaels College","98","41","17","5","1","0","2","0","0","0","0","0","2","22","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","2","2","2","0","101","1.03",
"ChIJa78k_giAZ0gRQSn9DfJNNs8","Patrician Secondary School, Newbridge ","Patrician Secondary School","126","11","4","12","1","17","5","1","0","0","0","0","1","12","5","1","0","0","0","2","19","2","0","1","2","3","0","0","1","1","1","1","0","103","0.82",
"ChIJA8ncOnAJZ0gR2hgfoqgUcXI","St. Tiernan's Community School","St Tiernan's Community School","43","1","0","2","0","1","0","0","0","0","0","1","1","1","4","0","0","1","0","3","0","0","0","0","0","0","0","0","1","0","0","1","0","17","0.4",
"ChIJAbkrSH9pZ0gRon1i59TeZIE","Dunshaughlin Community College, Dunshaughlin ","Dunshaughlin Community College","170","16","5","24","3","22","5","3","0","0","0","13","2","19","1","2","0","7","0","0","1","0","1","0","0","0","2","0","2","0","1","1","0","130","0.76",
"ChIJARw7yalrW0gRMFIcfMVEdbA","Scoil na Maighdine Muire, Clochar na Trocaire, Beal an Atha ","Scoil na Maighdine Mhuire","87","2","3","19","10","0","11","0","0","0","0","0","1","1","0","1","0","2","13","0","0","15","0","3","4","0","0","2","0","2","0","0","0","89","1.02",
"ChIJATG3wyYYQ0gRX1O63b4Eu6k","Ard Scoil na nDéise, Convent Road, Dungarvan ","Ard Scoil na nDeise","52","2","1","1","5","2","0","8","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","16","0","2","0","0","1","0","0","44","0.85",
"ChIJaU87XTePX0gRONOJDimcIDs","Scoil Phobail, Chloigh Cheannfhaola, Falcarragh, Letterkenny","Pobalscoil Chloich Cheannfhaola","51","2","3","2","1","6","6","0","1","0","1","0","0","1","0","0","0","1","4","0","1","5","0","24","1","1","4","0","0","0","0","0","0","64","1.25",
"ChIJAVjgeVLnXkgRLG4l7BUlKqg","Grange Vocational School, Grange, Sligo ","Grange Post Primary School","30","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","1","0","0","0","0","0","0","0","0","0","16","0.53",
"ChIJAWuL_ladXEgRheuAp5iR13o","Scariff Community College, Scariff","Community College Hall","62","2","0","0","5","0","12","2","2","0","0","0","1","0","0","0","4","0","5","1","0","0","1","1","9","3","0","4","0","0","0","0","0","52","0.84",
"ChIJaYKleqhFXUgR7p0Fk3ghhKI","Muinebheag Vocational School, Muinebheag","Coláiste Aindriú Secondary School","17","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","9","0","0","0","0","4","0","0","0","0","0","0","0","14","0.82",
